,business,category,address,lat,long,lifeline
36,Edco,recyclingcenter,"3660 Dalbergia St', 'San Diego, CA 92113",32.68703,-117.11496,6
37,SA Recycling,recyclingcenter,"3055 Commercial St', 'San Diego, CA 92113",32.70506,-117.12819,6
38,AI Demolition & Hauling,demolitionservices,"San Diego, CA 92114",32.70333,-117.02965,6
39,Helping Hands Moving and Hauling,movers,"9847 Cedar St', 'Ste 16', 'Bellflower, CA 90706",33.87169,-118.12353,6
40,Urban Corps of San Diego County,nonprofit,"3127 Jefferson St', 'San Diego, CA 92110",32.755327,-117.203448,6
41,Daily Disposal Service,junkremovalandhauling,"12637 Vigilante Rd', 'Lakeside, CA 92040",32.90543,-116.9367864,6
42,Prince Recycling Center,recyclingcenter,"5096 Voltaire St', 'San Diego, CA 92107",32.75315,-117.248031,6
43,Cellular Distribution Strategies,recyclingcenter,"6370 Lusk Blvd', 'Ste F102', 'San Diego, CA 92121",32.9016418,-117.1987,6
44,Dynamic Worldwide Trading,recyclingcenter,"3005 National Ave', 'San Diego, CA 92113",32.6955936667396,-117.12933037037,6
45,Efr Environmental Services,demolitionservices,"Alpine, CA 91903",32.84,-116.77,6
46,Kobi Auto Recycling,recyclingcenter,"939 Heritage Rd', 'San Diego, CA 92154",32.5781955,-116.9970767,6
47,Medical Environmental Technologies,hazardouswastedisposal,"1463 Fayette St', 'El Cajon, CA 92020",32.815273,-116.977845,6
48,Veterans Green Projects,recyclingcenter,"826 Rancheros', 'San Marcos, CA 92069",33.1394256628547,-117.139843884021,6
49,San Diego E-Waste,recyclingcenter,"9364 Jamacha Rd', 'Ste F', 'Spring Valley, CA 91977",32.71511,-116.99814,6
50,Recycle for Life,recyclingcenter,"14731 Franklin St', 'Unit F', 'Tustin, CA 92780",33.715828575909,-117.810301780701,6
51,E-Cycle Environmental,junkremovalandhauling,"2966 E Victoria St', 'Ste 445', 'Compton, CA 90221",33.86372,-118.20882,6
52,Phoenix Environmental,recyclingcenter,"1101 California Ave', 'Ste 204', 'Corona, CA 92881",33.862247,-117.544029,6
